Champion,Skin Name,Skin ID,Has Chromas,Image URL
Aatrox,default,266000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_0.jpg
Aatrox,Justicar Aatrox,266001,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_1.jpg
Aatrox,Mecha Aatrox,266002,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_2.jpg
Aatrox,Sea Hunter Aatrox,266003,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_3.jpg
Aatrox,Blood Moon Aatrox,266007,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_7.jpg
Aatrox,Prestige Blood Moon Aatrox,266008,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_8.jpg
Aatrox,Victorious Aatrox,266009,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_9.jpg
Aatrox,Odyssey Aatrox,266011,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_11.jpg
Aatrox,Prestige Blood Moon Aatrox (2022),266020,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_20.jpg
Aatrox,Lunar Eclipse Aatrox,266021,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_21.jpg
Aatrox,DRX Aatrox,266030,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_30.jpg
Aatrox,Prestige DRX Aatrox,266031,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_31.jpg
Aatrox,Primordian Aatrox,266033,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Aatrox_33.jpg
Ahri,default,103000,False,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_0.jpg
Ahri,Dynasty Ahri,103001,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_1.jpg
Ahri,Midnight Ahri,103002,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_2.jpg
Ahri,Foxfire Ahri,103003,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_3.jpg
Ahri,Popstar Ahri,103004,True,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ahri_4.jpg
